Gene,Pt_mRCC_SC_90,Pt_mRCC_SC_1,Pt_mRCC_SC_23,Pt_mRCC_SC_93,Pt_mRCC_SC_39,Pt_mRCC_SC_84,Pt_mRCC_SC_75,Pt_mRCC_SC_79,Pt_mRCC_SC_12,Pt_mRCC_SC_24,Pt_mRCC_SC_36,Pt_mRCC_SC_85,Pt_mRCC_SC_33,Pt_mRCC_SC_81,Pt_mRCC_SC_87,Pt_mRCC_SC_59,Pt_mRCC_SC_56,Pt_mRCC_SC_64,Pt_mRCC_SC_17,Pt_mRCC_SC_43,Pt_mRCC_SC_92,Pt_mRCC_SC_30,Pt_mRCC_SC_57,Pt_mRCC_SC_53,Pt_mRCC_SC_61,Pt_mRCC_SC_11,Pt_mRCC_SC_21,Pt_mRCC_SC_71,Pt_mRCC_SC_5,Pt_mRCC_SC_3,Pt_mRCC_SC_86,Pt_mRCC_SC_69,Pt_mRCC_SC_58,Pt_mRCC_SC_88,Pt_mRCC_SC_10
UNC5B.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC5C,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
UNC5CL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
UNC5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0
UNC80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC93A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC93B1,17,0,8,0,1,5,0,15,7,1,5,0,53,1,1,8,0,0,17,0,1,0,3,0,1,0,0,3,0,0,13,0,0,13,0
UNG,12,5,4,9,0,138,0,33,7,0,3,0,0,6,1,0,48,4,0,31,0,687,138,35,6,9,2,0,0,7,1,0,3,9,28
UNK,0,0,42,2,2,194,2,0,1,0,0,0,23,11,0,8,194,0,0,1,0,18,132,506,2,0,0,0,0,0,0,0,58,2,0
UNKL,0,3,0,0,1,0,13,32,12,0,0,14,0,43,0,0,0,0,0,2,33,289,0,0,0,0,2,0,0,0,0,229,5,0,11
UOX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPF1,1,3,15,5,24,162,10,1,38,34,26,106,77,6,4,5,21,90,85,340,19,190,42,334,4,34,14,2,0,177,28,0,14,25,13
UPF2,311,62,92,150,45,90,308,75,237,82,80,297,11,108,140,87,123,305,254,231,75,173,83,313,19,176,15,52,0,305,80,247,188,118,68
UPF3A,0,1,4,102,8,103,13,1,29,32,0,0,11,10,1,2,5,95,0,402,0,4,17,22,56,0,489,11,1,0,0,0,9,25,5
UPF3B,177,3,68,136,28,557,152,47,130,112,226,254,84,121,17,63,108,367,138,77,66,1245,42,0,49,141,79,3,1,569,38,59,23,64,40
UPK1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPK1A.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPK1B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
UPK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPK3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,1
UPP1,366,67,123,145,23,58,46,135,384,58,119,51,34,29,88,49,103,46,150,45,194,364,142,62,68,39,2,30,1,140,60,88,18,23,18
UPRT,0,0,0,0,11,3,0,32,187,1,9,0,15,6,0,0,0,1,0,0,1,0,0,0,31,0,0,74,0,0,8,0,0,3,0
UQCC1,18,15,8,26,10,0,403,125,3,3,12,54,7,6,30,9,135,83,0,1,29,74,23,0,2,1,6,0,0,175,115,3,466,66,0
UQCC2,9,6,30,6,0,4,20,0,22,13,2,0,5,2,7,1,16,11,9,1,0,0,4,7,0,5,6,5,0,25,17,9,19,4,9
UQCC3,1025,24,3,40,7,42,23,35,32,36,8,39,4,89,53,5,60,88,0,85,5,130,66,1,13,19,21,10,0,220,45,9,60,66,13
UQCR10,210,162,205,187,80,116,197,211,192,197,152,169,493,93,92,79,233,185,319,391,151,173,424,264,105,186,85,294,0,202,234,58,196,130,51
UQCR11,69,56,416,21,6,102,95,35,24,33,17,23,187,6,28,14,125,19,21,18,40,30,46,2,13,84,14,200,0,162,30,50,42,22,7
UQCRB,84,27,23,40,67,110,210,153,66,145,41,86,233,47,56,38,110,117,223,229,43,105,215,53,99,58,45,98,0,37,253,72,102,76,18
UQCRBP1,0,0,2,3,7,3,3,5,2,5,3,2,0,0,1,0,4,1,1,7,2,1,4,4,4,2,1,1,0,2,4,3,10,2,2
UQCRC1,49,59,71,44,48,430,68,51,228,36,16,73,452,16,23,11,104,233,536,146,29,453,462,0,81,82,49,17,0,3,43,39,152,37,10
UQCRC2,4,33,17,8,6,43,18,61,23,61,33,17,32,14,5,5,20,77,134,27,9,206,42,0,14,105,0,41,1,145,50,5,12,49,20
UQCRFS1,636,131,93,234,57,39,299,8,79,45,55,103,26,68,61,36,20,183,188,187,41,108,35,1098,120,143,52,4,1,312,140,514,48,91,70
UQCRH,42,13,29,45,4,12,40,41,44,80,19,8,117,20,49,17,38,12,0,42,13,79,59,43,6,89,42,17,0,64,30,34,183,51,14
UQCRHL,7,0,2,10,1,0,0,1,12,0,0,1,13,1,0,2,2,2,0,3,0,5,2,8,0,17,0,0,0,4,1,3,3,2,9
UQCRQ,119,73,55,147,85,113,136,196,149,116,46,167,350,64,128,46,102,103,445,216,52,59,124,182,133,109,68,240,1,134,81,125,97,148,47
URAHP,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URB1,45,9,5,146,0,8,12,1,93,0,16,25,38,21,14,0,0,66,0,72,6,4,3,0,51,7,0,1,0,18,74,0,66,4,80
URB1.AS1,25,0,0,20,0,10,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,310,11,4
URB2,12,8,3,15,0,1,3,0,4,11,18,0,1,4,5,6,4,97,0,0,0,13,22,608,4,3,0,1,0,201,3,0,1,0,3
URGCP,144,1,0,44,47,66,29,38,52,371,26,65,6,25,8,1,46,93,9,57,7,773,5,44,50,97,0,2,1,129,30,0,40,140,25
URI1,186,10,20,129,7,8,77,49,26,4,8,13,26,30,63,6,49,0,0,36,35,6,0,0,32,119,1,0,0,0,22,12,167,41,20
URM1,0,45,5,7,1,7,22,88,0,22,9,23,26,7,4,5,35,0,35,1,0,0,7,0,0,23,3,1,0,67,18,0,0,3,7
UROC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UROD,516,127,177,38,35,172,8,158,244,122,109,34,7,23,210,4,235,79,506,155,43,51,172,10,6,97,18,242,0,59,34,513,438,29,72
UROS,36,10,3,11,4,3,9,0,3,21,7,0,6,1,4,0,37,4,0,0,3,26,0,0,2,1,0,3,0,7,5,55,4,8,1
USB1,13,82,4,6,7,10,13,210,262,0,4,0,0,24,1,3,59,2,10,57,30,2,152,0,1,15,0,0,0,1,87,1031,193,55,0
USE1,21,1,0,0,15,0,35,40,1,44,0,35,24,2,26,5,0,2,12,0,9,1,1,0,0,7,0,0,0,0,6,3,141,20,12
USF1,5,0,37,0,2,0,0,0,0,0,5,0,0,1,0,0,142,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1
USF2,33,34,4,17,3,0,13,13,5,18,7,6,16,2,21,39,4,36,20,0,8,1,13,0,10,7,0,10,0,112,10,12,2,10,7
USH1C,0,0,0,32,0,78,0,0,0,13,8,0,0,4,3,0,49,0,0,1,0,0,0,0,9,30,0,0,0,0,0,3,0,90,8
USH1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USH2A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
USMG5,348,61,93,142,20,242,55,80,116,101,52,40,164,43,72,15,48,131,64,167,60,328,180,216,25,124,65,82,1,255,99,171,109,48,56
USO1,186,82,634,42,29,354,160,74,158,99,43,17,1510,49,125,27,46,104,9,57,29,54,119,847,112,162,5,1690,1,143,44,332,6,223,45
USP1,71,69,282,93,78,90,115,0,11,10,26,48,4,25,120,4,35,228,1532,382,11,792,11,39,60,104,4,63,0,14,103,530,23,55,80
USP10,53,100,168,127,20,393,105,14,399,200,166,71,65,86,174,106,33,96,68,225,179,225,164,22,194,68,10,38,1,155,232,22,383,64,49
USP11,0,10,0,14,13,4,0,66,12,0,3,0,32,4,12,2,0,3,7,22,27,7,2,351,49,18,0,0,0,3,4,0,0,14,0
USP12,91,143,33,41,6,78,2,0,139,15,9,85,33,13,58,9,16,11,0,49,0,752,1,0,166,237,0,92,0,29,1,0,180,0,0
USP12.AS1,0,52,0,0,9,21,0,0,0,13,11,0,0,11,2,0,0,2,0,6,0,0,0,0,19,4,0,0,0,0,0,0,0,12,0
USP12.AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP13,14,0,32,1,1,23,27,22,35,25,7,7,379,12,40,0,25,30,592,8,21,970,5,156,1,192,7,0,0,61,17,62,0,10,2
USP14,111,298,79,121,44,297,95,456,175,463,190,145,3256,152,135,108,377,207,51,574,107,1021,543,2,153,139,37,214,0,794,381,97,222,188,197
USP15,605,96,68,24,66,597,197,6,23,56,26,34,41,38,75,45,2,230,238,280,8,457,411,13,22,89,27,199,0,2,213,134,17,139,100
USP16,191,63,378,270,11,190,42,27,13,8,29,70,139,29,31,15,272,18,55,460,2,123,306,0,35,38,15,30,0,258,21,243,76,152,10
USP18,0,0,61,43,4,2,0,0,0,0,0,0,8,1,1,0,0,4,17,21,3,0,0,154,0,9,0,0,0,0,0,0,0,8,1
USP19,26,0,0,11,0,0,0,6,9,5,0,0,10,2,10,3,34,5,0,479,4,0,47,0,10,12,1,0,0,60,15,0,3,7,4
USP2,41,103,0,0,14,0,23,0,19,1,28,0,0,3,0,0,163,23,0,4,1,48,2,1,64,19,0,1,0,0,21,1,857,27,2
USP2.AS1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP20,0,1,3,1,0,0,0,0,1,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
USP21,0,0,11,2,9,0,0,0,0,0,8,28,0,1,0,0,27,6,2,0,2,0,0,0,54,0,0,0,1,0,66,0,1,0,0
USP22,21,174,231,450,165,1177,17,154,182,151,557,122,524,184,106,168,743,359,569,98,103,831,121,479,59,120,213,1,1,2664,830,191,42,304,80
USP24,28,22,37,149,63,484,68,1,258,178,53,290,275,89,157,88,48,61,17,795,18,141,406,212,9,160,300,2,1,265,88,2,208,92,56
USP25,9,229,275,0,0,66,109,1,2,156,95,42,683,24,15,11,21,34,423,227,15,22,45,335,2,18,0,1,0,83,8,429,265,8,14
USP27X,19,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,7,0,0,0,3,0,0,0,0,0,0,7,0,0,45,0,0,1,0
USP27X.AS1,0,37,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,8,0,28,0,0,0,0,5,0,0,0
USP28,8,27,0,0,0,0,9,0,177,23,3,1,142,7,37,1,5,0,0,68,47,5,0,0,58,9,4,0,1,2,18,0,4,33,2
USP3,2560,56,1034,126,36,9,79,393,101,70,71,42,338,61,49,331,172,680,824,259,65,290,582,13,287,71,41,1,2,2227,57,72,31,25,30
USP3.AS1,0,35,0,0,0,74,0,0,0,5,4,0,0,0,0,0,0,0,0,128,0,124,0,0,10,0,0,1,0,506,0,0,0,0,0
USP30,0,1,0,0,0,0,185,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
USP30.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP31,1020,308,227,497,18,856,343,49,687,262,188,860,23,271,56,87,16,1781,22,61,154,475,626,0,27,739,845,31,1,345,140,148,78,419,665
USP32,0,10,607,62,80,25,12,17,49,348,29,79,1183,3,128,3,7,47,23,671,13,752,73,17,59,549,1,157,0,60,192,151,13,35,35
USP32P1,0,0,2,0,3,0,2,0,0,4,0,0,2,0,11,0,0,0,0,4,0,0,0,0,1,2,0,0,0,26,0,0,0,1,1
USP32P2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,51,0,0,0,0,5
USP33,41,66,1,30,68,632,52,20,170,89,142,9,75,39,177,6,16,108,101,22,53,6,84,138,4,39,6,14,0,23,146,10,4,21,261
USP34,157,181,204,98,109,1062,226,13,139,87,216,674,908,115,604,109,514,235,118,507,50,486,716,1566,70,158,880,571,1,442,90,203,16,286,70
USP35,0,0,0,0,0,2,0,158,0,6,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP36,27,50,10,17,1,289,31,31,24,12,47,1,0,6,76,0,49,0,0,120,6,39,100,10,72,7,89,116,0,701,193,3,64,38,5
USP37,0,1,58,8,7,1,11,0,53,4,1,16,0,61,16,0,0,0,79,0,2,12,1322,4,21,0,1,0,0,1,4,17,15,0,0
USP38,143,32,55,453,112,0,5,1,138,10,105,39,391,9,74,5,30,278,427,93,74,935,10,1,64,76,28,4,0,586,7,20,203,29,77
USP39,82,33,3,58,8,49,1,193,15,1,8,16,3,11,24,32,35,51,436,30,6,3,186,0,20,24,20,0,0,1,8,0,361,8,2
USP4,100,106,194,118,21,411,7,21,161,70,97,217,54,37,55,12,52,178,3,199,2,428,324,1,23,50,39,0,2,117,54,36,540,108,13
USP40,10,233,528,55,45,475,436,76,145,197,40,519,39,46,136,1,49,148,1,175,44,55,2,145,15,7,9,0,2,828,5,235,97,303,270
USP42,46,98,31,50,23,170,19,396,0,10,16,27,345,0,294,107,2,37,40,1,56,7,18,0,80,0,454,0,0,39,102,0,0,7,0
USP43,212,0,24,19,4,85,0,4,0,35,26,16,4,2,0,0,0,1,2,0,1,17,0,2,141,23,0,55,0,41,4,0,0,0,0
USP44,0,0,0,21,0,0,1,0,0,0,64,6,0,1,0,0,19,0,0,0,0,167,0,0,1,0,0,0,0,0,0,681,0,120,0
USP45,203,0,1,12,3,0,8,0,0,0,4,3,0,1,4,9,99,245,0,0,0,1,1,0,3,24,1,0,2,44,0,1,2,4,0
USP46,1,31,37,0,7,5,67,0,0,143,0,13,821,11,2,3,10,14,3,8,3,213,2,13,2,6,0,0,0,19,28,1211,9,11,15
USP46.AS1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP47,267,194,125,102,93,307,17,1691,99,240,144,116,1075,99,122,119,225,223,168,320,71,622,607,285,141,147,836,209,0,145,441,141,286,155,17
USP48,9,51,7,10,1,0,68,17,1,1,11,9,428,7,47,5,22,6,161,0,0,14,6,0,9,26,1,22,0,0,0,0,4,2,22
USP49,1,4,0,0,147,9,13,6,25,1,0,0,0,0,0,1,0,8,0,2,9,926,3,0,0,4,0,0,0,92,2,0,284,0,0
USP5,0,2,0,0,0,0,8,17,0,0,3,1,58,0,0,0,2,0,0,5,1,0,3,0,0,4,0,10,0,0,0,2,7,6,29
USP50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
USP51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0
USP53,99,46,20,143,7,549,88,3,36,52,103,4,1,6,39,4,7,216,4,134,91,59,0,3,10,66,12,252,1,9,79,250,183,68,41
USP54,8,113,23,9,119,3,11,125,55,48,220,106,4,25,69,57,0,9,1,135,322,5,62,0,139,20,0,27,0,1,114,24,30,225,115
USP6,0,0,3,0,19,0,0,0,1,1,0,0,6,1,1,0,0,18,1,7,1,6,2,0,0,2,0,4,0,2,3,3,0,53,3
USP6NL,91,0,0,146,2,425,7,0,35,3,95,0,0,7,18,12,2,52,1,7,47,0,425,0,0,0,7,1,0,285,22,63,33,7,0
USP7,342,176,182,37,77,38,152,153,66,18,20,95,208,20,56,49,26,456,1020,115,218,523,412,55,169,343,6,0,0,1325,13,574,127,148,33
USP8,109,96,319,66,68,418,186,29,182,133,88,273,335,78,63,67,118,378,15,533,90,932,193,54,142,123,1393,122,0,784,170,1,127,120,53
USP9X,54,192,343,354,52,108,617,355,260,163,130,223,1617,97,155,17,229,623,1342,194,53,508,333,1056,322,715,10,120,2,91,291,605,278,195,107
USP9Y,10,96,24,292,69,226,21,13,205,42,11,63,33,12,39,43,43,276,1,43,41,1059,56,280,42,52,39,0,0,1,0,78,82,52,15
USPL1,104,0,0,0,0,61,3,0,0,12,5,0,0,22,44,0,3,5,0,18,0,0,0,0,0,0,0,346,0,3,0,1,16,4,0
UST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,6,0,0,0,30,0,0,0,3,0
UTAT33,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTP11L,63,164,4,53,10,74,22,110,28,23,58,80,43,40,27,66,142,67,164,51,16,36,1,85,30,97,183,2,0,15,18,74,58,89,2
UTP14A,0,50,9,54,3,52,0,5,57,5,0,119,47,2,0,0,1,53,0,1,18,0,0,0,13,97,0,0,0,0,10,0,0,4,0
UTP14C,40,6,24,10,1,92,1,621,9,1,15,19,0,3,7,2,0,5,0,85,1,90,22,24,5,2,0,159,0,61,1,0,22,73,1
UTP15,740,15,198,125,14,652,92,3,73,3,15,64,2,17,171,0,0,67,16,170,4,43,119,221,67,40,0,492,0,238,65,0,4,118,0
UTP18,5,1,0,13,1,24,5,2,1,30,20,50,39,4,40,2,34,2,10,33,4,6,11,18,14,56,100,66,0,45,4,14,2,40,0
UTP20,327,90,92,245,37,206,18,0,133,48,50,35,0,43,10,25,37,106,121,101,74,180,3,30,7,18,106,101,0,508,32,89,202,181,50
UTP23,144,17,3,78,29,745,13,0,269,59,75,0,24,30,143,0,50,448,22,380,6,774,12,0,17,72,4,38,0,207,8,427,236,28,11
UTP3,170,1,514,91,27,88,90,34,376,50,18,5,22,25,349,24,38,231,14,135,46,58,153,1,11,118,50,294,0,26,55,11,3,211,9
UTP6,75,36,7,37,2,28,8,6,168,46,5,8,10,8,10,1,13,18,75,112,10,66,151,0,28,14,3,1,0,123,53,4,31,8,11
UTRN,8,4,15,12,15,167,13,9,5,0,8,20,122,0,6,3,2,150,1,37,1,6,0,0,59,15,13,15,0,0,19,0,2,66,43
UTS2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTS2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTY,4,66,15,27,12,436,3,9,8,1,46,29,301,6,15,19,2,316,4,80,164,309,63,1,48,123,0,1,0,578,78,6,142,5,8
UVRAG,30,0,0,12,21,144,7,0,4,0,40,4,235,1,37,0,25,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
UVSSA,46,43,0,15,0,149,20,0,5,65,3,52,21,30,1,47,15,41,0,118,43,0,181,0,8,106,11,0,0,0,0,29,190,37,20
UXS1,67,14,17,168,23,25,2,71,144,7,6,11,23,8,1,4,0,11,1,344,14,3,181,211,35,5,1,16,1,0,119,3,0,1,21
UXT,7,39,9,10,8,22,50,104,58,27,30,28,128,14,27,13,23,40,80,23,18,40,46,205,7,31,13,3,0,14,6,43,34,11,7
UXT.AS1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC14,138,65,303,15,7,28,5,90,83,15,31,83,165,0,33,12,0,141,271,1,72,1,200,0,15,37,5,3,0,0,3,3,4,30,2
VAC14.AS1,0,1,5,0,0,5,59,0,2,1,40,0,0,2,0,7,48,0,0,0,0,345,0,0,66,0,0,0,0,0,180,0,0,0,0
VAMP1,0,1,0,1,2,0,0,0,0,0,58,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
VAMP2,2,19,0,6,1,0,16,11,34,0,2,8,199,4,7,1,0,55,14,24,14,1,96,33,0,17,0,17,0,0,119,16,0,0,1
VAMP3,208,200,192,243,63,201,373,630,34,359,188,208,3311,99,21,2,68,144,37,334,86,330,790,1,51,487,877,1058,1,0,284,31,220,183,184
VAMP4,0,21,0,0,0,29,111,0,105,44,32,1,151,3,4,0,85,102,0,0,0,0,0,6,2,73,109,6,0,0,0,0,4,210,0
VAMP5,32,33,57,45,1,0,0,122,0,40,2,36,108,4,1,5,26,24,0,96,2,129,52,133,17,8,1,62,0,0,6,13,10,12,17
VAMP7,2,75,11,0,4,305,156,17,145,217,76,157,904,15,66,0,384,36,0,1,37,0,22,4,4,133,0,0,0,30,37,76,0,164,31
VAMP8,123,150,224,132,4,64,274,89,169,239,113,144,2,79,98,22,130,196,593,67,12,473,1,228,41,221,380,531,0,101,88,201,257,261,66
VANGL1,0,10,80,267,1,59,0,0,0,5,40,106,146,10,0,2,2,59,578,44,12,0,0,0,11,6,0,0,0,877,0,0,142,146,67
VANGL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAPA,1147,684,402,584,173,919,646,322,904,871,668,993,1797,299,996,174,825,452,967,975,394,1224,773,667,239,944,301,88,0,252,234,349,667,159,666
VAPB,43,53,10,89,42,174,56,3,49,42,77,89,3834,37,7,55,198,73,3,732,61,173,72,0,63,75,19,0,0,176,9,1,6,138,12
VARS,22,36,23,2,0,1,24,0,13,88,0,27,0,3,3,0,36,15,0,0,0,0,0,50,27,5,0,0,0,0,2,0,0,2,1
VARS2,13,19,91,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VASH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VASH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VASN,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VASP,314,24,2,11,17,4,33,38,33,35,36,17,400,11,97,8,120,143,222,111,22,140,88,8,26,15,167,1,0,120,121,8,68,62,38
VAT1,220,363,548,353,30,506,233,113,173,206,193,430,103,53,52,53,514,275,262,391,188,17,122,67,45,264,1757,201,2,1401,85,35,27,173,151
VAV1,0,0,0,0,14,0,0,0,33,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,1,21
VAV2,3,3,0,21,8,0,23,7,54,15,80,0,5,0,2,0,23,36,0,1,1,39,0,0,35,1,1,0,0,2,0,0,0,2,10
VAV3,0,59,0,3,0,0,1,0,0,0,32,0,1,9,1,7,0,0,15,0,0,16,0,0,2,110,0,0,0,0,0,0,9,1,0
VAX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VBP1,105,7,50,17,40,298,611,196,121,91,114,216,494,25,8,0,279,295,156,269,94,2162,73,15,18,308,1,583,0,644,164,570,178,11,52
VCAM1,0,20,1,0,27,3,0,0,0,0,1,0,1053,81,1,0,0,0,0,0,0,40,153,2,3,0,2,0,0,3,0,0,0,0,0
VCAN,91,17,55,113,95,431,725,428,106,102,115,12,2582,101,74,111,25,186,200,286,1,274,34,137,323,667,8,9,0,35,104,594,255,0,43
VCL,481,500,512,440,89,1557,215,434,633,56,341,274,4265,79,563,50,283,167,2200,1403,48,4126,23,191,486,603,142,88,0,732,313,1562,61,422,141
VCP,133,221,39,247,26,177,60,272,41,51,81,24,176,81,130,23,261,306,152,428,55,147,80,613,210,183,21,152,0,196,156,664,433,154,56
VCPIP1,366,19,1490,98,24,546,646,100,279,713,97,56,92,18,131,0,439,280,145,109,16,5,259,11,10,57,1,685,0,3097,143,3,31,153,121
VCPKMT,0,0,6,35,0,0,0,1,111,175,9,0,0,0,17,15,58,19,0,0,4,16,58,631,4,1,84,66,0,0,0,1,0,11,1
VDAC1,267,349,210,189,235,606,261,725,343,586,385,468,1744,260,181,142,1561,1149,552,811,210,1587,1338,208,509,1295,1808,255,2,1336,747,1204,720,419,421
VDAC2,569,143,511,181,34,442,206,32,493,144,256,122,565,65,87,56,256,311,528,143,91,279,372,640,191,498,369,99,0,674,147,94,124,172,126
VDAC3,0,2,4,9,8,41,0,8,15,6,13,0,48,18,42,0,101,1,87,2,0,0,47,1,27,42,0,1,0,126,144,49,0,17,0
VDR,0,0,3,0,6,0,0,0,0,0,10,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
VEGFA,210,152,498,121,111,1084,507,65,210,46,182,458,2229,284,336,61,312,56,365,170,155,788,164,830,363,275,128,69,0,4638,235,718,54,204,41
VEGFB,59,49,115,62,18,0,81,71,39,19,27,72,87,26,62,13,71,37,51,14,53,49,8,143,50,11,1,108,1,188,20,5,136,60,122
VEGFC,6,10,0,12,1,0,61,0,4,7,0,63,110,3,0,0,5,47,15,70,21,347,85,0,1,0,2,0,0,0,3,272,0,96,0
VENTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEPH1,0,55,678,130,12,0,0,39,35,0,16,0,179,15,22,42,8,18,1,2,20,172,2,69,26,501,9,97,0,222,1,170,174,59,190
VEZF1,193,126,98,341,48,477,189,150,314,252,170,395,1159,154,368,39,80,287,181,99,175,2095,124,406,127,57,166,848,0,414,171,493,1119,107,158
VEZT,12,106,81,7,12,189,80,280,85,3,32,274,1749,52,233,55,279,60,14,557,22,129,10,8,161,405,73,99,0,432,366,83,806,111,21
