Gene,PDX_mRCC_SC_1,PDX_mRCC_SC_79,PDX_mRCC_SC_4,PDX_mRCC_SC_87,PDX_mRCC_SC_34,PDX_mRCC_SC_89,PDX_mRCC_SC_69,PDX_mRCC_SC_20,PDX_mRCC_SC_61,PDX_mRCC_SC_5,PDX_mRCC_SC_68,PDX_mRCC_SC_56,PDX_mRCC_SC_3,PDX_mRCC_SC_44,PDX_mRCC_SC_92,PDX_mRCC_SC_63,PDX_mRCC_SC_12,PDX_mRCC_SC_52,PDX_mRCC_SC_70,PDX_mRCC_SC_88,PDX_mRCC_SC_77,PDX_mRCC_SC_90,PDX_mRCC_SC_60,PDX_mRCC_SC_81,PDX_mRCC_SC_95,PDX_mRCC_SC_93,PDX_mRCC_SC_41,PDX_mRCC_SC_80,PDX_mRCC_SC_6,PDX_mRCC_SC_64,PDX_mRCC_SC_15,PDX_mRCC_SC_14,PDX_mRCC_SC_8,PDX_mRCC_SC_94,PDX_mRCC_SC_21,PDX_mRCC_SC_86
MRPL28,2,0,6,0,0,0,2,0,10,108,6,34,100,2,6,1,2,25,0,0,0,2,17,0,0,0,0,0,10,0,0,0,10,8,0,0
MRPL3,291,16,195,4,344,85,144,260,259,225,33,16,25,31,31,44,39,135,310,1,196,407,370,139,62,72,107,96,10,29,14,127,10,54,172,184
MRPL30,6,125,0,9,53,116,289,96,285,42,71,71,27,61,75,16,60,69,195,104,737,48,2,20,16,67,2,95,353,16,21,7,0,28,84,21
MRPL32,260,246,165,113,119,199,160,159,288,199,1,193,7,114,81,3,144,149,270,30,60,19,3,155,24,102,96,459,117,43,62,5,4,319,28,165
MRPL33,168,123,204,238,100,115,602,92,312,103,129,73,115,44,141,172,142,73,430,25,237,58,52,51,89,36,43,374,105,152,42,214,98,150,102,494
MRPL34,119,0,113,1,99,44,4,108,10,0,0,7,8,9,7,9,4,27,6,0,77,2,33,0,1,2,0,260,5,223,2,0,0,3,98,22
MRPL35,410,0,81,0,59,14,4,11,54,0,0,4,14,15,39,0,12,31,7,0,5,0,4,33,0,15,12,9,1,1,18,10,2,6,708,122
MRPL36,74,129,156,8,66,13,1,156,30,78,0,54,232,26,48,65,6,63,10,0,220,0,91,129,0,15,50,117,98,0,61,0,39,110,66,158
MRPL37,0,0,0,83,2,28,53,11,104,1,28,27,1,8,36,36,7,44,33,12,6,1,3,3,22,3,13,27,12,25,0,241,72,2,14,46
MRPL38,0,5,25,45,0,7,0,0,0,0,0,0,6,0,0,41,1,2,29,0,1,0,3,0,0,0,1,4,0,0,0,0,0,2,85,21
MRPL39,27,9,2,36,3,17,60,19,275,0,13,11,0,4,43,38,9,24,24,0,0,3,1,0,0,5,1,8,14,6,8,0,0,6,2,102
MRPL4,10,0,6,2,9,5,6,9,116,5,0,8,1,1,0,21,0,3,22,0,10,70,1,8,15,2,1,5,23,82,7,1,84,13,79,23
MRPL40,76,99,0,8,122,39,137,45,212,80,0,1,17,16,43,60,13,45,2,139,24,9,0,18,1,38,11,225,97,0,25,0,230,23,12,155
MRPL41,21,1,3,24,7,1,10,5,37,0,0,18,2,1,4,3,37,12,2,0,3,0,30,2,5,0,1,6,0,0,0,7,0,0,0,0
MRPL42,86,13,572,32,0,132,1,19,501,0,94,0,1,20,8,8,0,85,149,32,0,28,0,12,67,9,1,11,0,0,21,1,22,1,0,33
MRPL42P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL43,218,254,214,70,231,139,478,234,487,34,4,353,337,29,0,304,99,86,209,0,37,1009,45,0,0,40,136,54,226,12,49,11,421,73,6,280
MRPL44,129,1,39,0,3,64,130,1,180,8,11,5,229,41,27,8,26,35,14,483,50,0,0,160,13,21,0,113,1,1,10,2,0,3,0,128
MRPL45,36,4,620,16,310,21,12,288,139,1,0,165,0,21,37,14,4,151,320,0,502,0,19,263,0,33,145,74,9,13,47,5,0,5,60,338
MRPL45P2,0,8,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MRPL46,32,0,50,0,2,20,128,2,48,4,2,0,50,5,34,0,14,42,86,0,0,1,196,10,0,13,75,0,5,0,18,14,0,0,0,99
MRPL47,180,11,4,29,143,14,23,14,57,17,0,8,2,26,28,0,137,31,31,26,21,5,13,12,4,28,17,18,12,19,9,9,33,1,22,25
MRPL48,0,0,0,116,0,1,12,19,1,0,37,0,4,4,11,0,0,2,90,16,0,0,0,8,35,9,41,64,16,5,12,0,116,0,0,0
MRPL49,87,9,151,155,148,81,13,407,1,50,4,24,258,31,3,9,41,313,121,15,57,15,0,99,0,9,39,132,8,1,104,6,0,112,1,0
MRPL50,0,137,0,0,20,10,51,5,454,0,0,0,0,24,8,0,1,89,540,87,0,0,142,12,0,10,36,114,29,0,3,0,166,32,38,187
MRPL51,387,29,394,0,239,187,352,137,268,664,27,136,262,85,176,138,260,165,496,346,334,42,553,80,191,144,147,141,171,88,119,594,133,336,211,509
MRPL52,7,0,3,23,8,8,9,51,34,11,119,9,15,15,10,9,6,15,55,0,8,4,6,1,4,5,6,36,0,24,9,70,1,3,2,14
MRPL53,8,3,34,1,38,33,65,55,286,83,42,0,103,18,0,54,23,29,2,21,6,42,30,1,55,19,2,85,78,141,9,83,2,50,46,38
MRPL54,38,0,8,0,6,2,0,3,18,35,0,0,0,3,0,0,11,0,3,22,35,0,0,2,0,0,1,36,20,0,1,6,1,25,0,0
MRPL55,49,0,60,1,31,18,13,206,208,71,84,13,3,10,35,14,8,47,61,0,0,4,0,4,8,7,2,58,0,77,5,37,57,50,12,44
MRPL57,0,63,14,8,39,23,84,56,244,15,1,13,61,8,28,0,21,19,74,0,5,206,223,0,64,2,82,24,0,390,30,26,6,0,267,24
MRPL9,227,67,1,34,232,106,132,188,173,3,963,16,0,25,21,19,13,82,119,11,15,434,17,465,92,134,153,228,164,15,26,14,16,108,0,59
MRPS10,71,37,413,96,442,105,84,60,135,32,8,4,44,86,4,67,94,116,598,5,180,3,16,251,29,95,37,238,231,239,51,347,0,15,0,9
MRPS11,37,3,30,22,144,39,23,93,131,52,0,71,49,14,42,92,56,156,50,20,0,9,0,54,37,11,43,183,2,120,21,0,10,16,149,69
MRPS12,213,157,88,60,92,90,16,5,33,71,77,62,45,19,2,27,46,65,263,332,124,497,56,45,49,21,18,3,358,48,44,29,0,17,73,56
MRPS14,15,0,0,442,70,35,140,149,404,10,54,326,144,42,6,102,29,70,51,0,39,0,133,1,0,38,4,153,161,47,119,154,12,36,92,126
MRPS15,44,6,111,57,43,28,212,145,28,116,35,28,45,7,13,11,46,78,120,114,66,1,65,2,45,11,38,0,92,79,32,138,473,16,8,13
MRPS16,109,0,27,25,280,53,60,39,27,121,190,99,21,23,2,9,41,191,216,196,861,7,75,0,4,10,15,4,9,35,21,5,2,155,43,24
MRPS17,288,121,24,39,66,80,97,62,148,52,129,190,1,18,36,60,79,53,255,44,63,261,8,67,2,11,54,67,4,112,28,333,85,77,8,97
MRPS18A,1,59,0,13,49,57,44,51,184,83,358,0,10,13,16,1,140,63,200,0,183,0,1,70,0,31,3,70,110,161,18,348,9,0,123,164
MRPS18B,67,250,1,0,32,24,21,89,130,63,0,29,0,5,1,307,8,43,31,501,8,0,0,1,170,9,39,78,0,0,53,0,1,320,28,0
MRPS18C,2,2,0,19,6,23,20,9,18,16,3,3,1,2,7,1,8,8,37,3,4,4,3,1,6,1,3,14,7,11,15,2,36,11,4,20
MRPS2,10,0,63,20,0,18,0,22,2,269,2,0,18,6,1,0,6,33,19,0,0,0,0,61,0,3,18,0,38,11,0,0,19,2,71,27
MRPS21,73,55,155,64,191,65,152,173,321,2,305,111,10,24,96,76,17,14,156,142,27,602,13,55,127,19,60,231,35,399,15,107,119,53,240,164
MRPS22,21,3,0,2,15,20,4,19,34,14,12,11,0,24,13,14,1,19,34,4,0,32,9,2,17,11,4,0,0,6,7,16,0,0,0,25
MRPS23,178,61,31,165,91,72,327,148,205,294,263,32,14,38,70,259,226,158,214,181,226,3,245,10,89,43,201,225,94,79,61,124,127,25,45,228
MRPS24,3,1,0,7,1,0,1,2,11,1,0,0,2,0,0,0,0,5,4,0,0,0,0,0,7,2,0,0,5,0,0,2,1,0,0,0
MRPS25,262,0,26,0,0,3,36,31,27,1,10,0,0,0,50,0,40,52,29,0,1,1,0,9,2,13,0,86,0,0,5,257,0,0,0,1
MRPS26,0,0,2,0,25,15,0,11,8,1,0,18,0,0,0,0,16,21,37,0,0,0,0,0,0,0,123,1,41,0,0,0,4,0,0,80
MRPS27,76,2,11,0,411,66,0,188,33,0,0,4,54,25,13,144,16,207,190,0,3,0,65,9,5,16,555,0,3,0,39,35,0,18,2,54
MRPS28,0,0,0,10,0,12,0,53,5,16,17,0,0,8,3,7,0,68,3,0,0,0,11,9,9,6,55,149,9,44,5,0,0,70,3,2
MRPS30,254,63,105,0,0,14,28,19,7,86,20,33,0,0,1,0,3,32,43,60,23,0,7,6,115,14,36,21,1,0,20,1,1,1,30,65
MRPS31,10,0,14,0,13,17,17,5,40,181,190,3,0,4,0,0,0,7,2,1,22,0,3,0,0,2,0,0,1,1,5,98,0,0,19,23
MRPS31P5,0,0,0,0,18,16,43,265,1,52,0,0,0,1,0,0,0,0,123,0,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,1
MRPS33,136,70,59,125,60,49,28,119,307,65,0,252,158,55,48,305,51,105,49,3,171,147,109,101,23,17,157,144,10,12,76,82,182,63,6,162
MRPS34,53,2,28,0,4,0,17,32,108,1,0,23,51,5,0,8,81,31,17,0,14,25,5,0,27,17,8,4,0,0,3,0,1,79,6,17
MRPS35,40,406,9,34,109,93,28,136,233,35,955,511,21,16,5,0,9,261,122,107,301,14,7,68,20,10,126,223,72,249,11,156,13,13,41,26
MRPS36,14,0,0,5,4,12,40,5,2,7,19,1,0,3,2,0,26,14,27,1,1,13,0,5,123,1,6,4,4,0,3,0,0,8,5,0
MRPS5,41,0,68,40,6,50,21,26,36,87,92,36,0,12,1,6,12,20,17,6,0,1,168,155,99,31,31,85,0,13,29,13,0,1,57,16
MRPS6,17,25,180,89,35,95,109,152,349,169,0,11,95,0,45,589,0,23,122,6,0,1,0,1,11,31,129,632,63,160,11,7,14,709,0,85
MRPS7,123,0,16,168,198,42,184,92,216,39,42,2,14,16,81,17,29,13,1,193,274,1,371,66,140,17,3,0,179,0,17,335,50,30,0,132
MRPS9,54,61,1,167,7,7,1,20,1,0,1,7,0,8,20,0,40,19,40,172,0,0,0,32,1,27,9,0,51,12,20,0,0,0,0,29
MRRF,0,0,0,0,29,3,142,208,18,0,1,8,430,15,1,0,75,3,2,406,0,0,0,126,24,5,0,1,0,0,1,0,0,0,0,90
MRS2,81,182,0,1,351,47,0,14,0,3,1,72,0,17,3,0,101,47,155,15,0,7,529,13,61,2,0,0,1,0,43,0,0,82,0,22
MRS2P2,1,65,75,0,0,53,0,1,0,3,0,0,7,39,0,0,0,46,9,0,135,0,0,11,0,109,0,13,3,0,41,0,6,1,0,0
MRTO4,18,50,2,173,169,76,39,84,7,35,25,14,98,88,18,33,60,79,55,67,27,29,78,68,1,8,2,35,319,41,38,3,121,13,146,83
MRVI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRVI1.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MS4A10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0
MS4A12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MS4A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MS4A15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MS4A2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSANTD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSANTD2,0,4,10,35,78,23,0,19,0,11,0,0,0,2,0,0,3,0,12,79,0,18,0,3,0,0,0,88,176,0,1,0,0,0,0,7
MSANTD3,105,313,50,11,1,86,304,41,408,241,66,24,0,59,1,309,3,52,91,521,90,0,158,128,3,30,16,0,42,0,14,28,212,63,130,11
MSANTD4,83,11,18,40,45,136,47,4,54,4,246,3,1,37,16,318,336,0,92,65,708,13,1,14,64,99,278,154,738,0,22,11,21,217,3,1169
MSC,5,0,3,0,0,30,0,4,2,0,0,2,0,1,7,0,41,0,0,0,0,0,0,0,0,10,0,48,0,0,0,0,0,4,5,0
MSC.AS1,449,2,0,0,192,9,0,0,0,0,0,0,0,0,0,67,69,4,0,182,61,0,264,0,0,0,0,0,0,0,0,0,0,0,16,0
MSH2,8,68,10,0,2,3,2,74,0,0,29,0,113,10,38,0,7,12,0,0,21,152,0,0,0,4,0,1,0,0,20,4,0,0,11,1
MSH3,2,0,0,7,15,39,0,19,0,0,0,0,47,5,0,0,0,0,2,38,0,3,0,1,1,1,0,0,24,0,3,0,0,37,0,37
MSH4,0,6,0,2,0,11,0,0,0,0,0,0,0,2,101,0,2,0,0,0,0,0,0,5,0,0,0,24,0,0,0,0,0,0,0,82
MSH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MSH5.SAPCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSH6,260,0,14,12,20,96,234,52,95,393,2,155,1,14,13,17,2,128,140,711,1,5,43,122,0,18,10,351,0,10,125,13,3,11,10,83
MSI1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,140,0,0
MSL1,55,0,0,0,0,84,683,121,419,110,0,428,0,19,127,1,384,57,336,0,0,16,0,6,5,38,308,204,211,0,8,45,0,202,37,23
MSL2,477,8,13,66,0,56,215,377,348,0,99,4,1,63,70,0,2,21,378,4,44,427,0,61,11,39,98,430,122,204,75,0,647,543,4,76
MSL3,1,0,0,0,0,13,2,1,0,0,0,260,0,6,0,7,0,10,85,37,0,0,0,0,2,3,0,0,0,0,43,0,0,1,0,0
MSL3P1,0,17,1,0,0,0,1,473,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,1,0,0,2,0,0,44,0,0,0,0,0
MSLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSMO1,480,1,20,470,145,314,474,3331,259,4,0,2,834,47,185,19,576,178,202,69,1125,0,748,129,36,115,119,29,1331,326,422,21,87,629,13,7
MSMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSN,615,242,1304,449,131,285,1507,827,660,511,840,961,375,99,92,595,218,617,451,421,285,141,114,617,204,307,432,895,54,361,122,544,290,88,38,241
MSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,28
MSRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSRB1,0,0,1,0,27,10,0,164,275,0,0,685,0,7,17,0,0,68,4,26,31,0,0,0,1,5,64,0,82,0,28,0,48,2,0,1
MSRB2,2,9,0,15,52,5,14,1,2,0,0,24,5,0,7,2,5,2,0,0,0,0,0,0,2,1,10,16,1,0,0,0,0,12,0,0
MSRB3,416,0,0,166,4,48,432,1,0,0,0,52,0,60,0,0,1,47,225,0,0,124,0,18,58,1,0,1,0,96,12,0,0,276,39,0
MSS51,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
MST1,3,9,0,0,0,0,18,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
MST1L,0,1,1,0,0,1,44,0,0,0,0,0,0,2,6,13,0,97,0,11,0,0,0,0,0,0,10,0,0,0,1,0,0,6,0,0
MST1P2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,9,0,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
MST1R,0,0,22,0,1,22,1,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
MSTO1,44,0,0,2,0,0,0,2,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
MSTO2P,37,0,0,0,0,0,2,13,3,0,0,41,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
MSX1,15,2,0,182,13,30,13,2,255,13,6,20,70,49,18,1,40,42,210,0,1,0,238,0,0,17,90,119,86,1,18,102,3,0,2,160
MSX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSX2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,9,0,0,0,0,0,0,0,33,0,0,0,0,0,0
MT1DP,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
MT1E,80,82,41,424,89,77,142,126,91,109,75,47,140,14,12,122,89,138,66,149,100,178,177,44,32,18,76,234,31,93,57,153,129,159,94,150
MT1F,0,0,1,2,7,9,2,22,2,1,0,0,49,1,17,6,0,4,1,2,13,42,3,0,0,8,6,0,25,13,3,2,0,3,8,1
MT1G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1
MT1JP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1L,108,116,224,280,27,105,167,112,129,51,236,123,93,44,33,250,176,77,140,4,440,110,103,82,117,90,78,112,87,163,63,105,49,61,73,140
MT1X,2,11,8,19,2,9,8,7,20,7,38,0,40,0,1,27,12,17,35,10,18,57,42,8,2,9,2,38,0,4,10,3,4,0,33,3
MT2A,673,1192,1442,5074,1046,1246,2033,710,2909,981,3534,1030,1807,425,883,1486,1630,676,2099,2623,4588,2351,2301,1404,1670,414,1218,1759,823,2158,462,1304,1920,2574,1537,1816
MTA1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,6,0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MTA2,7,1,0,2,0,2,13,36,25,3,1,0,0,5,1,8,1,3,19,0,8,2,6,1,2,1,12,6,8,18,3,3,13,5,4,12
MTA3,388,3,0,0,0,22,10,1,4,60,34,0,1,15,22,3,1,46,48,0,7,11,11,0,1,8,10,0,107,6,0,0,2,0,0,83
MTAP,2,0,32,0,22,31,1,326,570,0,1,30,7,32,2,7,0,65,12,0,292,0,7,0,31,12,16,0,1,44,9,0,0,20,0,0
MTBP,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,6,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
MTCH1,258,226,155,100,52,17,105,17,16,1,255,79,152,20,97,109,19,46,56,403,92,36,29,2,37,15,8,9,2,7,8,28,21,28,1,28
MTCH2,2,16,11,110,2,32,18,211,19,8,25,8,0,28,0,8,3,14,338,0,1024,4,3,22,28,14,41,95,20,0,5,4,56,50,11,339
MTCL1,47,30,0,0,14,38,0,5,0,11,0,0,0,3,0,68,0,26,129,0,0,0,0,124,0,3,0,0,2,0,19,3,0,0,2,0
MTCP1,0,0,1,0,0,0,0,14,0,1,0,0,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
MTDH,173,266,1008,827,124,413,1373,1051,449,317,20,145,67,324,463,984,68,349,220,141,1823,133,1731,1978,32,261,254,559,36,34,281,37,78,467,33,500
MTERF1,349,79,1,0,29,76,209,9,0,13,5,0,0,3,1,0,517,9,1162,1,0,0,0,0,0,0,0,0,1,0,9,71,5,0,14,468
MTERF2,0,0,8,0,0,27,90,1,0,0,0,0,1,23,71,0,27,161,0,1,0,0,0,0,0,4,0,0,0,0,23,15,0,0,2,69
MTERF3,97,0,33,15,65,26,34,77,0,12,11,9,2,5,0,45,5,32,67,0,0,0,0,0,0,29,154,268,0,0,18,131,1,0,10,47
MTERF4,0,0,0,0,121,21,0,7,275,0,0,0,0,0,0,1,0,0,179,0,0,0,0,241,0,2,55,0,109,0,17,0,0,0,0,0
MTF1,111,230,89,443,14,82,255,222,466,35,1548,262,2,35,384,52,20,38,283,83,178,2,41,156,51,55,3,854,104,44,59,43,4,103,129,289
MTF2,0,79,25,918,6,53,12,30,230,0,21,31,0,8,138,62,0,117,128,1,248,0,31,133,111,18,235,92,1023,15,12,0,0,639,0,217
MTFMT,82,9,63,4,80,57,9,4,13,6,891,12,4,32,0,2,3,101,31,8,3,48,13,0,6,4,4,60,50,3,45,82,47,0,2,74
MTFP1,92,0,0,8,0,1,127,25,390,32,0,0,0,1,0,0,0,41,0,0,0,0,1,0,0,1,0,0,200,0,1,0,0,0,2,0
MTFR1,24,153,15,1015,10,67,4,484,338,42,104,4,3,20,31,24,389,42,114,0,0,0,33,10,0,38,439,0,1,0,51,1,0,4,0,18
MTFR1L,3,0,1,0,28,26,19,234,62,0,37,0,0,14,1,5,5,0,0,0,12,0,0,0,0,9,0,0,296,0,27,0,33,97,5,0
MTFR2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MTG1,0,1,9,18,1,6,10,36,0,1,53,2,0,0,8,0,0,20,0,0,1,44,0,3,1,0,5,3,0,0,0,11,226,0,3,17
MTG2,1,13,29,2,1,12,165,2,1,232,0,0,0,7,43,0,0,1,52,2,0,6,2,0,41,30,1,7,3,0,8,0,0,0,19,1
MTHFD1,49,0,0,0,1,23,0,11,0,0,0,13,0,0,0,0,0,14,1,0,0,2,0,0,0,8,1,0,0,0,0,0,0,3,3,0
MTHFD1L,3,1,0,7,10,33,2,0,23,0,68,5,0,3,13,0,3,19,14,4,0,0,2,0,0,7,0,40,0,20,7,0,0,110,0,3
MTHFD2,1,87,1,8,71,23,239,250,339,1,0,0,6,119,12,1,39,170,282,145,0,5,0,56,41,39,0,106,73,108,50,120,0,0,14,55
MTHFD2L,0,1,1,0,2,9,0,0,69,0,0,0,3,0,3,0,0,0,38,0,1,0,10,0,1,1,0,53,0,0,1,0,0,8,0,143
MTHFD2P1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFR,0,0,0,0,1,8,0,5,0,0,0,3,0,1,0,1,0,6,77,0,0,11,1,0,1,1,0,0,0,93,6,0,0,0,0,0
MTHFS,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
MTHFSD,0,9,20,0,0,5,4,6,12,0,0,0,0,2,0,0,9,0,17,0,0,0,0,0,0,0,0,14,83,0,0,1,0,52,0,0
MTIF2,33,74,16,2,240,49,140,30,95,48,672,35,3,18,22,178,26,27,50,66,61,624,9,62,4,25,15,0,49,6,69,25,0,1,0,145
MTIF3,0,25,0,4,5,29,2,8,0,1,0,0,3,3,27,0,2,18,19,56,0,2,2,82,2,6,22,2,0,0,7,2,0,46,12,8
MTL5,21,0,0,15,0,66,65,101,0,0,0,0,0,1,3,0,0,61,0,0,23,0,0,0,0,14,0,0,0,1,3,0,0,0,0,1
MTM1,0,0,0,0,1,41,0,339,0,0,0,19,0,2,0,0,26,0,38,105,1,1398,0,100,0,2,0,0,0,0,0,0,0,43,0,28
MTMR1,0,0,0,0,111,18,0,2,0,0,0,0,0,18,12,0,59,6,3,77,0,0,2,0,0,5,0,0,0,0,4,0,0,0,0,0
MTMR10,0,2,0,0,0,23,130,195,3,0,0,26,0,6,279,0,49,0,43,0,16,0,0,0,0,45,0,11,0,0,4,2,0,0,0,15
MTMR11,12,11,120,283,0,66,29,0,8,5,1,9,14,11,3,111,3,2,0,0,0,0,47,0,0,8,0,295,102,5,28,0,7,0,580,0
MTMR12,4,13,5,0,392,18,11,51,0,0,111,0,0,24,0,129,3,61,1,0,0,0,9,0,0,0,0,0,326,0,4,0,0,1,0,0
MTMR14,0,0,24,0,0,11,35,19,234,21,0,1,0,2,0,12,0,7,0,0,0,0,0,0,0,6,60,1,0,0,9,0,0,31,0,29
MTMR2,1,0,0,0,4,55,8,731,355,8,0,50,0,15,187,1,2,0,192,1231,26,5,0,0,0,13,0,78,0,0,58,0,0,214,10,134
MTMR3,65,18,7,1,153,7,230,1,2,1,0,1,0,3,0,1,15,43,109,29,72,0,0,81,0,1,1,4,2,0,5,61,10,13,3,27
MTMR4,495,0,0,0,19,1,93,139,1,0,0,117,2,75,57,0,0,21,12,0,364,0,1,0,1,0,0,361,108,0,14,1,0,0,1,0
MTMR6,17,153,283,17,16,10,87,90,6,3,0,116,7,115,12,0,208,129,16,2,150,1,0,149,3,94,6,698,6,0,27,1,21,13,0,9
MTMR7,0,0,0,1,3,2,0,104,0,0,0,0,0,0,0,0,0,236,30,0,0,0,0,0,0,0,0,117,190,0,0,6,0,0,2,32
MTMR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR9,24,0,0,518,2,40,254,353,1,0,0,0,0,13,278,0,0,120,181,1,18,0,8,562,0,4,1,22,104,0,0,1,1,313,65,0
